Kingdom	Phylum	Class	Order	Family	Genus	Species
OTUF_8842	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8843	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8844	k__Fungi	p__Basidiomycota	c__Spiculogloeomycetes	o__Spiculogloeales	f__Spiculogloeaceae	g__Phyllozyma	NA
OTUF_8845	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Gymnascella	s__confluens
OTUF_8846	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8847	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
OTUF_8848	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8849	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	NA	NA
OTUF_8850	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Pucciniales	f__Pucciniastraceae	g__Melampsoridium	s__betulinum
OTUF_8851	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Leptosphaeria	s__rubefaciens
OTUF_8852	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__halophilum
OTUF_8853	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	NA
OTUF_8854	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8855	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Pucciniales	f__Pucciniaceae	g__Puccinia	s__sparganioidis
OTUF_8856	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
OTUF_8857	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8858	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	g__Eutypa	s__spinosa
OTUF_8859	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_8860	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8861	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8862	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
OTUF_8864	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8865	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8866	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Agaricus	NA
OTUF_8867	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8869	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8870	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
OTUF_8871	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8872	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	NA	NA
OTUF_8873	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	NA	NA
OTUF_8874	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
OTUF_8875	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8876	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Lopadostoma	s__dryophilum
OTUF_8877	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8878	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	NA
OTUF_8879	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8880	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
OTUF_8881	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8882	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8883	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Gorgomyces	NA
OTUF_8884	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8885	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8886	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__tenellum
OTUF_8889	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8890	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Protrudomycetaceae	g__Protrudomyces	s__lateralis
OTUF_8891	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8892	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8893	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8895	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8897	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8898	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8900	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8901	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8903	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8904	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_8905	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8909	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8910	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__africana
OTUF_8911	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8912	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS06	NA	NA	NA
OTUF_8914	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8915	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8916	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8917	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_8923	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8924	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8925	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8926	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8929	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8930	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8934	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8935	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8936	k__Fungi	p__Entomophthoromycota	c__Entomophthoromycetes	o__Entomophthorales	f__Ancylistaceae	g__Conidiobolus	NA
OTUF_8938	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8939	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8940	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8941	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8942	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8943	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Parmelia	s__sulcata
OTUF_8944	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8945	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
OTUF_8946	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_8949	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Gymnopilus	s__junonius
OTUF_8950	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8951	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8952	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_8953	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8954	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8955	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8956	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8957	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__eufulmineus
OTUF_8958	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_8959	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8960	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8961	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8962	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
OTUF_8963	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8964	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8965	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8966	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8967	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8968	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__rosea
OTUF_8969	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8970	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8971	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_8973	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8975	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	g__Perenniporia	s__vanhullii
OTUF_8976	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_8977	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
OTUF_8978	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8979	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8980	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8981	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_8982	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__stevensonii
OTUF_8983	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8984	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8985	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_8987	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Pluteus	s__longistriatus
OTUF_8988	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Xenasmataceae	g__Xenasmatella	s__vaga
OTUF_8989	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Pholiota	s__conissans
OTUF_8993	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascodesmidaceae	g__Cephaliophora	NA
OTUF_8994	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	NA	NA	NA	NA
OTUF_8995	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_8996	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_8998	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_8999	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9000	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Hyphodontia	s__alutaria
OTUF_9002	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9003	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9005	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9008	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Melanoleuca	s__communis
OTUF_9009	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9012	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Volvariella	NA
OTUF_9013	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_9014	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	NA
OTUF_9015	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	NA	NA
OTUF_9016	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	NA
OTUF_9017	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9019	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9022	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Schizopora	s__ovispora
OTUF_9023	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9024	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9025	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9027	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
OTUF_9028	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9031	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9034	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9035	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_9036	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9037	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_9038	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	NA
OTUF_9041	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9042	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	s__cynaroidis
OTUF_9044	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9045	k__Fungi	p__Ascomycota	c__Laboulbeniomycetes	o__Pyxidiophorales	NA	NA	NA
OTUF_9046	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	NA	NA
OTUF_9050	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	NA
OTUF_9051	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9052	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__gigasporus
OTUF_9053	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Lachancea	s__kluyveri
OTUF_9055	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
OTUF_9057	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9058	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	g__Coniothyrium	s__multiporum
OTUF_9059	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__decipiens
OTUF_9060	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9061	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Pezizella	NA
OTUF_9062	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9064	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__inaequale
OTUF_9065	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
OTUF_9066	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9068	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
OTUF_9069	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
OTUF_9070	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9073	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9080	k__Fungi	p__Basidiomycota	c__Atractiellomycetes	o__Atractiellales	NA	NA	NA
OTUF_9081	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9083	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Nigrograna	NA
OTUF_9084	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	NA
OTUF_9085	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
OTUF_9087	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_9088	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9089	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Lipomycetaceae	g__Lipomyces	s__tetrasporus
OTUF_9090	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	NA	NA
OTUF_9091	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Seimatosporium	s__pistaciae
OTUF_9092	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9093	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
OTUF_9094	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	NA	NA
OTUF_9095	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9096	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__odoratus
OTUF_9098	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiaceae	g__Rhizophydium	s__globosum
OTUF_9099	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9100	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	s__badia
OTUF_9101	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Didymocyrtis	NA
OTUF_9102	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	NA	NA
OTUF_9103	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_9104	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Botryosphaeriales	f__Botryosphaeriaceae	g__Dothiorella	NA
OTUF_9105	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9106	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
OTUF_9108	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9110	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
OTUF_9111	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9113	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9114	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9115	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_9116	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9117	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_9118	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Gigasporales	f__Gigasporaceae	g__Gigaspora	s__margarita
OTUF_9119	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9120	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9121	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9123	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9124	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	s__pilosella
OTUF_9125	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9127	k__Fungi	p__Ascomycota	c__Eurotiomycetes	NA	NA	NA	NA
OTUF_9128	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Ampulloclitocybe	s__clavipes
OTUF_9129	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
OTUF_9132	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS05	NA	NA	NA
OTUF_9133	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9134	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_9135	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_9136	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9138	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9139	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lyophyllaceae	g__Lyophyllum	s__macrosporum
OTUF_9140	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_9141	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9142	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Agaricus	NA
OTUF_9145	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
OTUF_9152	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_9153	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9159	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9160	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__appendiculata
OTUF_9161	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9162	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9163	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9164	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Catenulostroma	s__hermanusense
OTUF_9165	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
OTUF_9166	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9168	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	g__Anthostoma	s__gastrinum
OTUF_9169	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9171	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9173	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_9174	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	NA	NA	NA
OTUF_9175	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9177	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9178	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	g__Kurtzmanomyces	NA
OTUF_9180	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9181	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9182	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Lachnocladiaceae	g__Asterostroma	s__cervicolor
OTUF_9183	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Ripartites	s__tricholoma
OTUF_9184	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Gaeumannomycella	s__caricis
OTUF_9185	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__posterula
OTUF_9186	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Coryneliales	NA	NA	NA
OTUF_9187	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_9188	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9189	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9190	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9191	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__GS36	NA	NA	NA
OTUF_9192	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9194	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9197	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
OTUF_9198	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9199	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9200	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9202	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9203	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetales_fam_Incertae_sedis	g__Peniophorella	s__praetermissa
OTUF_9205	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9207	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_9208	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9209	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	NA
OTUF_9211	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9212	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9220	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_9221	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9222	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9226	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_9227	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9229	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
OTUF_9231	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_9232	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9233	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9234	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__dionysae
OTUF_9236	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	NA
OTUF_9237	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Nakazawaea	s__holstii
OTUF_9244	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_9245	k__Fungi	NA	NA	NA	NA	NA	NA
